pair_id	bsa_a_norm_surface	bsa_b_norm_surface
e9q2e9_q61823	0.0109660685734589	0.00382462541728127
e9q2e9_q62432	0.0812300586249778	0.0248278490497784
e9q2e9_q6ns57	0.075689465269142	0.0128088250662372
e9q2e9_q71fd5	0	0
e9q2e9_q8bh93	0	0
e9q2e9_q8r1y2	0.0301904423521052	0.022215501477001
e9q2e9_q8vhj7	0.00154308047610588	0.000242637909581087
e9q2e9_q8vii8	0.0608903890566708	0.0103192283364959
e9q2e9_q91y86	0.0355956653046722	0.013415246419768
e9q2e9_q9eq00_2	0.0283204832119382	0.0182608932758903
e9q2e9_q9eq00	0.0282767809557648	0.0182186290014724
e9q2e9_q9est8	0.0526903535263812	0.011051223014248
e9q2e9_q9quk6	0.10445230058625	0.0181729849150062
e9q2e9_q9qz59	0.000192218866583763	9.51370589644434e-05
e9q2e9_q9r0y8	0	0
e9q2e9_q9wvs4	0.0172069639367561	0.00556736948766709
e9q2e9_q9z2b2	0.0458696038372713	0.0210631125193427
e9q394_p97393	0.0143659005411303	0.0277232333016297
