source_db	pathway_id	pathway_name	source	target	edge_id
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATP1B3	ATP1B3||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	FXYD2	FXYD2||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATP2B2	ATP2B2||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNA1C	CACNA1C||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNA1D	CACNA1D||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNA1S	CACNA1S||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNA2D1	CACNA2D1||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNA2D3	CACNA2D3||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNB1	CACNB1||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNB2	CACNB2||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNB3	CACNB3||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNB4	CACNB4||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNG1	CACNG1||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNG2	CACNG2||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CREB1	CREB1||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CREB3	CREB3||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATF6B	ATF6B||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNG5	CACNG5||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	KCNE1	KCNE1||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	KCNQ1	KCNQ1||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	PLN	PLN||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	RYR2	PRKACB||RYR2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	SCN1B	PRKACB||SCN1B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	SCN5A	PRKACB||SCN5A
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	SCN7A	PRKACB||SCN7A
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	SLC8A1	PRKACB||SLC8A1
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	SLC9A1	PRKACB||SLC9A1
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CREB3L2	CREB3L2||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CREB3L3	CREB3L3||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	TNNI3	PRKACB||TNNI3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CREB5	CREB5||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATP1A3	ATP1A3||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CREB3L1	CREB3L1||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATP1A4	ATP1A4||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNA2D4	CACNA2D4||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATP2B3	ATP2B3||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATP2B4	ATP2B4||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	SCN4B	PRKACB||SCN4B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNG3	CACNG3||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNG4	CACNG4||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNG6	CACNG6||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNA1F	CACNA1F||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNA2D2	CACNA2D2||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	PPP1R1A	PPP1R1A||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATP1B4	ATP1B4||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATP2B1	ATP2B1||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CREB3L4	CREB3L4||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNG7	CACNG7||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	CACNG8	CACNG8||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKACB	ATP1A2	ATP1A2||PRKACB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKCA	MAPK1	MAPK1||PRKCA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKCA	MAPK3	MAPK3||PRKCA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PRKCA	PPP1R1A	PPP1R1A||PRKCA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PLN	ATP2A1	ATP2A1||PLN
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PLN	ATP2A2	ATP2A2||PLN
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PLN	ATP2A3	ATP2A3||PLN
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNA1C	CACNA1C||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNA1D	CACNA1D||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNA1S	CACNA1S||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNA2D1	CACNA2D1||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNA2D3	CACNA2D3||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNB1	CACNB1||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNB2	CACNB2||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNB3	CACNB3||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNB4	CACNB4||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNG1	CACNG1||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNG2	CACNG2||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNG5	CACNG5||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	PLN	PLN||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	RYR2	PPP1CA||RYR2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNA2D4	CACNA2D4||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNG3	CACNG3||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNG4	CACNG4||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNG6	CACNG6||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNA1F	CACNA1F||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNA2D2	CACNA2D2||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNG7	CACNG7||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CA	CACNG8	CACNG8||PPP1CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNA1C	CACNA1C||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNA1D	CACNA1D||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNA1S	CACNA1S||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNA2D1	CACNA2D1||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNA2D3	CACNA2D3||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNB1	CACNB1||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNB2	CACNB2||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNB3	CACNB3||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNB4	CACNB4||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNG1	CACNG1||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNG2	CACNG2||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNG5	CACNG5||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	PLN	PLN||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	RYR2	PPP1CB||RYR2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNA2D4	CACNA2D4||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNG3	CACNG3||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNG4	CACNG4||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNG6	CACNG6||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNA1F	CACNA1F||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNA2D2	CACNA2D2||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNG7	CACNG7||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CB	CACNG8	CACNG8||PPP1CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNA1C	CACNA1C||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNA1D	CACNA1D||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNA1S	CACNA1S||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNA2D1	CACNA2D1||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNA2D3	CACNA2D3||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNB1	CACNB1||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNB2	CACNB2||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNB3	CACNB3||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNB4	CACNB4||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNG1	CACNG1||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNG2	CACNG2||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNG5	CACNG5||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	PLN	PLN||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	RYR2	PPP1CC||RYR2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNA2D4	CACNA2D4||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNG3	CACNG3||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNG4	CACNG4||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNG6	CACNG6||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNA1F	CACNA1F||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNA2D2	CACNA2D2||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNG7	CACNG7||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP1CC	CACNG8	CACNG8||PPP1CC
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNA1C	CACNA1C||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNA1D	CACNA1D||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNA1S	CACNA1S||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNA2D1	CACNA2D1||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNA2D3	CACNA2D3||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNB1	CACNB1||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNB2	CACNB2||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNB3	CACNB3||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNB4	CACNB4||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNG1	CACNG1||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNG2	CACNG2||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNG5	CACNG5||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	RYR2	PPP2CA||RYR2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	TNNI3	PPP2CA||TNNI3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNA2D4	CACNA2D4||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNG3	CACNG3||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNG4	CACNG4||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNG6	CACNG6||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNA1F	CACNA1F||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNA2D2	CACNA2D2||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	PPP1R1A	PPP1R1A||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNG7	CACNG7||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CA	CACNG8	CACNG8||PPP2CA
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNA1C	CACNA1C||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNA1D	CACNA1D||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNA1S	CACNA1S||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNA2D1	CACNA2D1||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNA2D3	CACNA2D3||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNB1	CACNB1||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNB2	CACNB2||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNB3	CACNB3||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNB4	CACNB4||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNG1	CACNG1||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNG2	CACNG2||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNG5	CACNG5||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	RYR2	PPP2CB||RYR2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	TNNI3	PPP2CB||TNNI3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNA2D4	CACNA2D4||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNG3	CACNG3||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNG4	CACNG4||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNG6	CACNG6||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNA1F	CACNA1F||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNA2D2	CACNA2D2||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	PPP1R1A	PPP1R1A||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNG7	CACNG7||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2CB	CACNG8	CACNG8||PPP2CB
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNA1C	CACNA1C||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNA1D	CACNA1D||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNA1S	CACNA1S||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNA2D1	CACNA2D1||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNA2D3	CACNA2D3||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNB1	CACNB1||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNB2	CACNB2||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNB3	CACNB3||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNB4	CACNB4||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNG1	CACNG1||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNG2	CACNG2||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNG5	CACNG5||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	RYR2	PPP2R3D||RYR2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	TNNI3	PPP2R3D||TNNI3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNA2D4	CACNA2D4||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNG3	CACNG3||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNG4	CACNG4||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNG6	CACNG6||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNA1F	CACNA1F||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNA2D2	CACNA2D2||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	PPP1R1A	PPP1R1A||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNG7	CACNG7||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R3D	CACNG8	CACNG8||PPP2R3D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	ADCY2	RAPGEF3	ADCY2||RAPGEF3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	ADCY2	RAPGEF4	ADCY2||RAPGEF4
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNA1C	CACNA1C||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNA1D	CACNA1D||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNA1S	CACNA1S||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNA2D1	CACNA2D1||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNA2D3	CACNA2D3||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNB1	CACNB1||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNB2	CACNB2||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNB3	CACNB3||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNB4	CACNB4||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNG1	CACNG1||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNG2	CACNG2||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNG5	CACNG5||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	RYR2	PPP2R5D||RYR2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	TNNI3	PPP2R5D||TNNI3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNA2D4	CACNA2D4||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNG3	CACNG3||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNG4	CACNG4||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNG6	CACNG6||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNA1F	CACNA1F||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNA2D2	CACNA2D2||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	PPP1R1A	PPP1R1A||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNG7	CACNG7||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5D	CACNG8	CACNG8||PPP2R5D
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TNNC1	TNNI3	TNNC1||TNNI3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TNNC1	TNNT2	TNNC1||TNNT2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TNNI3	TPM1	TNNI3||TPM1
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TNNI3	TPM2	TNNI3||TPM2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TNNI3	TPM4	TNNI3||TPM4
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TNNI3	TPM3	TNNI3||TPM3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TNNT2	ACTC1	ACTC1||TNNT2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TNNT2	TNNI3	TNNI3||TNNT2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TPM1	ACTC1	ACTC1||TPM1
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	TPM2	ACTC1	ACTC1||TPM2
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	RAPGEF3	MAPK11	MAPK11||RAPGEF3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	RAPGEF3	MAPK13	MAPK13||RAPGEF3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	RAPGEF3	MAPK14	MAPK14||RAPGEF3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	RAPGEF3	MAPK12	MAPK12||RAPGEF3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	ADCY5	RAPGEF3	ADCY5||RAPGEF3
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	ADCY5	RAPGEF4	ADCY5||RAPGEF4
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNA1C	CACNA1C||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNA1D	CACNA1D||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNA1S	CACNA1S||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNA2D1	CACNA2D1||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNA2D3	CACNA2D3||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNB1	CACNB1||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNB2	CACNB2||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNB3	CACNB3||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNB4	CACNB4||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNG1	CACNG1||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNG2	CACNG2||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	CACNG5	CACNG5||PPP2R5B
kegg	mmu:04261	Adrenergic signaling in cardiomyocytes	PPP2R5B	RYR2	PPP2R5B||RYR2
